permit_number,dba,canonical_name,street_address,canonical_address,latitude,longitude,inspection_date,facility_rating_status,violation_count,matched_place_id,match_score,place_id,name,address,rating,user_ratings_total,types,lat,lng,business_status
29716,MOLLIE STONES GRAND CENTRAL MK,mollie stones grand central mk,2435 CALIFORNIA ST,2435 california street,37.788462,-122.4347535,2024-09-13,Pass,1.0,,,,,,,,,,,
06734160,DELILAH'S LOW PROOF COCKTAIL & WINE BAR,delilah s low proof cocktail wine bar,2336 CHESTNUT ST,2336 chestnut street,37.800387,-122.4419895,2024-09-13,Pass,,,,,,,,,,,,
06733724,THE FISCH COMPANY,the fisch company,258 NOE ST # 1/2,258 noe street,37.764837,-122.433489,2024-09-13,Pass,,,,,,,,,,,,
06734716,SUPER DUPER,super duper,737 IRVING ST,737 irving street,37.763847,-122.4659205,2024-09-13,Pass,3.0,,,,,,,,,,,
06734611,APNA CHULHA,apna chulha,550 VALENCIA ST,550 valencia street,37.764027,-122.422113,2024-09-12,Pass,,ChIJT4C7VAB_j4AR5Gyq7CfE9Ds,80.26666666666667,ChIJT4C7VAB_j4AR5Gyq7CfE9Ds,Apna Chulha,"550 Valencia St, San Francisco, CA 94110, United States",4.6,278.0,"restaurant, food, point_of_interest, establishment",37.7640445,-122.4219902,OPERATIONAL
85683,CHICO'S PIZZA,chico s pizza,468 ELLIS ST,468 ellis street,37.784979,-122.4141525,2024-09-12,nan,3.0,,,,,,,,,,,
06734706,BANHWICH,banhwich,1105 TARAVAL ST,1105 taraval street,37.742787,-122.478165,2024-09-12,Pass,,,,,,,,,,,,
95556,KARMA CAFE,karma,1901 HAYES ST,1901 hayes street,37.773558,-122.4478215,2024-09-11,Pass,10.0,ChIJOwCh3E6HhYAR6XPXxTITD5U,79.1549295774648,ChIJOwCh3E6HhYAR6XPXxTITD5U,Karma Cafe,"1901 Hayes St, San Francisco, CA 94117, United States",4.5,189.0,"cafe, bakery, restaurant, food, store, point_of_interest, establishment",37.773622,-122.4478509,OPERATIONAL
06734611,APNA CHULHA,apna chulha,550 VALENCIA ST,550 valencia street,37.764027,-122.422113,2024-09-11,Pass,4.0,ChIJT4C7VAB_j4AR5Gyq7CfE9Ds,80.26666666666667,ChIJT4C7VAB_j4AR5Gyq7CfE9Ds,Apna Chulha,"550 Valencia St, San Francisco, CA 94110, United States",4.6,278.0,"restaurant, food, point_of_interest, establishment",37.7640445,-122.4219902,OPERATIONAL
06733108,JW MARRIOTT SAN FRANCISCO UNION SQUARE,jw marriott san francisco union square,500 POST ST,500 post street,37.788147,-122.410458,2024-09-11,Pass,3.0,,,,,,,,,,,
06734698,BERNAL HEIGHTS STOP & SHOP,bernal heights stop shop,3391 MISSION ST,3391 mission street,37.742283,-122.4217575,2024-09-11,Pass,,,,,,,,,,,,
06734179,WINGSNFRIES,wingsnfries,90 CHARTER OAK AVE,90 charter oak avenue,37.73682,-122.40531,2024-09-11,Pass,,,,,,,,,,,,
06734678,UJI TIME DESSERT,uji time dessert,135 4TH ST 4534,135 4th street 4534,37.78425301322,-122.40325000249,2024-09-11,Pass,,ChIJn7ef2vGBhYARFnU6FGMRFM4,76.21621621621622,ChIJn7ef2vGBhYARFnU6FGMRFM4,Uji Time Dessert,"121 4th St # 135, San Francisco, CA 94103, United States",4.1,92.0,"store, food, point_of_interest, establishment",37.784291,-122.4035472,OPERATIONAL
63918,COTOGNA,cotogna,470 PACIFIC AVE,470 pacific avenue,37.797507,-122.4033795,2024-09-11,Pass,,ChIJA0YvGPWAhYAReXmaDTTdWzU,78.63013698630137,ChIJA0YvGPWAhYAReXmaDTTdWzU,Cotogna,"490 Pacific Ave, San Francisco, CA 94133, United States",4.5,2080.0,"restaurant, food, point_of_interest, establishment",37.7973987,-122.4035761,OPERATIONAL
06734681,EUNBEE MOSKOWITZ,eunbee moskowitz,338 SPEAR ST UNIT 20H,338 spear street,37.78938,-122.3909865,2024-09-11,Pass,,,,,,,,,,,,
96600,Alnico,alnico,1050 VALENCIA ST,1050 valencia street,37.755945,-122.42133,2024-09-10,Conditional Pass,12.0,,,,,,,,,,,
103191,BON APPETIT @ CRUISE,bon appetit cruise,333 BRANNAN ST,333 brannan street,37.780938,-122.3924355,2024-09-10,Pass,1.0,,,,,,,,,,,
06734607,LITTLE CAESARS,little caesars,1200 MARKET ST,1200 market street,37.778652,-122.415291,2024-09-10,Pass,,ChIJWaMOXwCBhYARBr_pE5Zq6j8,69.13779210314263,ChIJWaMOXwCBhYARBr_pE5Zq6j8,Little Caesars Pizza,"1200 Market St, San Francisco, CA 94102, United States",3.2,26.0,"restaurant, food, point_of_interest, establishment",37.77872199999999,-122.4152993,OPERATIONAL
31920,OLYMPIC CLUB THE,olympic club the,524 POST ST,524 post street,37.788255,-122.410998,2024-09-10,Pass,7.0,,,,,,,,,,,
70184,KITCHEN STORY CAFE,kitchen story,3499 16TH ST,3499 16th street,37.764279,-122.430726,2024-09-10,Pass,5.0,ChIJ_wloDhx-j4AR636PeyqpwKY,78.55072463768116,ChIJ_wloDhx-j4AR636PeyqpwKY,Kitchen Story,"3499 16th St, San Francisco, CA 94114, United States",4.4,2680.0,"restaurant, food, point_of_interest, establishment",37.7642741,-122.4307241,OPERATIONAL
86384,ATWATER TAVERN,atwater tavern,295 TERRY A FRANCOIS BLVD,295 terry a francois boulevard,37.774341,-122.387247,2024-09-10,Pass,1.0,ChIJ2XdU_dp_j4ARPYCyW47Qjrg,83.47826086956522,ChIJ2XdU_dp_j4ARPYCyW47Qjrg,ATWater Tavern,"295 Terry A Francois Blvd, San Francisco, CA 94158, United States",4.4,1143.0,"bar, restaurant, food, point_of_interest, establishment",37.7743164,-122.3872362,OPERATIONAL
31122,CHINA EXPRESS CHINESE FOOD & D,china express chinese food d,2798 MISSION ST,2798 mission street,37.752408,-122.418819,2024-09-10,Conditional Pass,16.0,,,,,,,,,,,
116864,Charlie's Market,charlie s market,3400 JUDAH ST,3400 judah street,37.760859,-122.498685,2024-09-10,Pass,1.0,,,,,,,,,,,
12245,SWISS LOUIS RESTAURANT INC,swiss louis restaurant,PIER 39 204,the embarcadero beach street,37.808118,-122.409063,2024-09-09,nan,,,,,,,,,,,,
M02590,Perla Spa Inc.,perla spa inc,260 KEARNY ST,260 kearny street,37.790604,-122.403762,2024-09-09,nan,1.0,,,,,,,,,,,
90448,LIN'S KITCHEN,lin s kitchen,337 JONES ST,337 jones street,37.78443,-122.412978,2024-09-09,Pass,8.0,,,,,,,,,,,
06734661,HOLY NAME,holy name,1560 40TH AVE,1560 40th avenue,37.757619,-122.4988875,2024-09-09,Pass,4.0,,,,,,,,,,,
69113,UPCIDER,upcider,1160 POLK ST FL 2,1160 polk street,37.787544,-122.4197235,2024-09-06,Pass,3.0,,,,,,,,,,,
84541,PHIL'Z COFFEE,phil z coffee,300 FOLSOM ST,300 folsom street,37.788696,-122.39307,2024-09-06,Pass,,,,,,,,,,,,
06734116,SUBWAY #50281,subway 50281,147 MASON ST,147 mason street,37.78497,-122.409567,2024-09-06,Pass,1.0,,,,,,,,,,,
06734431,AJI KIJI,aji kiji,1552 FILLMORE ST,1552 fillmore street,37.78407,-122.43258,2024-09-06,Pass,1.0,ChIJ-9w17zmBhYAR1m6Gby5quto,80.77922077922078,ChIJ-9w17zmBhYAR1m6Gby5quto,Aji Kiji,"1552 Fillmore St, San Francisco, CA 94115, United States",4.6,125.0,"meal_takeaway, restaurant, food, point_of_interest, establishment",37.7840246,-122.4327417,OPERATIONAL
133764,S & S Grocery,s s grocery,1461 GRANT AVE,1461 grant avenue,37.800405,-122.40774,2024-09-06,Pass,5.0,,,,,,,,,,,
31851,AFC SUSHI @ SAFEWAY #2606,afc sushi safeway 2606,298 KING ST,298 king street,37.776771,-122.3941275,2024-09-06,Pass,,,,,,,,,,,,
118487,L'MIDA,l mida,2359 CHESTNUT ST,2359 chestnut street,37.799784,-122.4421515,2024-09-05,Pass,,,,,,,,,,,,
84032,CHINA LIVE,china live,644 BROADWAY ST,644 broadway street,37.79776733938,-122.4077650157,2024-09-05,Pass,2.0,ChIJx1IXkvOAhYARMNdQA5IcmEc,80.0,ChIJx1IXkvOAhYARMNdQA5IcmEc,China Live,"644 Broadway, San Francisco, CA 94133, United States",4.2,2886.0,"bar, restaurant, food, point_of_interest, establishment",37.7978554,-122.4078834,OPERATIONAL
FF117575,DENTO COFFEE AND WINE BAR,dento coffee and wine bar,1339 FOLSOM ST,1339 folsom street,37.773198,-122.411943,2024-09-05,Pass,2.0,,,,,,,,,,,
06734962,CLEARY GOTTLIEB STEEN & HAMILTON LLP,cleary gottlieb steen hamilton llp,650 California St Fl 25,650 california street,37.792944,-122.40522,2024-09-05,Pass,,,,,,,,,,,,
105498,NOE VALLEY CAFE LLC,noe valley cafe,1299 SANCHEZ,1299 sanchez,37.74845872545,-122.42933263924,2024-09-05,Pass,3.0,,,,,,,,,,,
06734312,BON APPETIT MANAGEMENT CO (Floor 1 CAFETERIA AND MK- WALK IN THE PARK),bon appetit management co,575 FLORIDA ST FL 1,575 florida street,37.76211,-122.410953,2024-09-05,Pass,,,,,,,,,,,,
118524,LUKE'S LOCAL INC,luke s local,580 GREEN ST,580 green street,37.799694,-122.4087885,2024-09-05,Pass,7.0,,,,,,,,,,,
06734401,DABAO SINGAPORE,dabao singapore,135 4TH ST STE FC03,135 4th street,37.784115,-122.4034335,2024-09-05,Pass,,,,,,,,,,,,
H0706732574,WENDY AND MOON GROCERY,wendy and moon grocery,1344 POWELL ST,1344 powell street,37.797138,-122.409927,2024-09-05,Pass,,,,,,,,,,,,
06734442,EAST WEST CONFECTIONS,east west confections,56 RICE ST,56 rice street,37.708515,-122.4571905,2024-09-05,Pass,,,,,,,,,,,,
06734260,YEMENI KABAB & MEDITERRANEAN,yemeni kabab mediterranean,39 TAYLOR ST,39 taylor street,37.782783,-122.4108675,2024-09-04,Pass,,ChIJbxm_55qBhYAR0zqWNbmKUh0,78.55072463768116,ChIJbxm_55qBhYAR0zqWNbmKUh0,Yemeni kabab & Mediterranean,"39 Taylor St, San Francisco, CA 94102, United States",4.7,168.0,"restaurant, food, point_of_interest, establishment",37.7828283,-122.4109236,OPERATIONAL
06733150,"SWEET DELIGHT BAKERY, INC.",sweet delight bakery inc,4476 MISSION ST,4476 mission street,37.726218,-122.43402,2024-09-04,Pass,2.0,,,,,,,,,,,
06734621,SIMMER & STEAMER,simmer steamer,222 BATTERY ST,222 battery street,37.79361,-122.3999235,2024-09-04,Pass,3.0,ChIJZ8IAUdCBhYARNHkJl4-Ahyw,79.72602739726028,ChIJZ8IAUdCBhYARNHkJl4-Ahyw,Simmer & Steamer,"222 Battery St, San Francisco, CA 94111, United States",4.5,128.0,"restaurant, food, point_of_interest, establishment",37.7936884,-122.3998719,OPERATIONAL
06734331,TADAIMA - Suite B,tadaima suite b,3515 20TH ST,3515 20th street,37.758402,-122.419566,2024-09-04,Pass,4.0,,,,,,,,,,,
27550,TAQUERIA EL FAROLITO #3,taqueria el farolito 3,2950 24TH ST,2950 24th street,37.752858,-122.411151,2024-09-04,Pass,,ChIJDxhR8kh-j4ARvvkvt81j1QQ,75.6935817805383,ChIJDxhR8kh-j4ARvvkvt81j1QQ,Taqueria El Farolito,"2950 24th St, San Francisco, CA 94110, United States",4.4,2214.0,"restaurant, food, point_of_interest, establishment",37.7527853,-122.4111441,OPERATIONAL
06733715,Artly Coffee,artly coffee,PIER BEACH AND EMBARCADERO ST UNIT K-1,pier beach and embarcadero street k 1,37.808118,-122.409063,2024-09-04,Conditional Pass,8.0,,,,,,,,,,,
55240,TROPISUENO,tropisueno,75 YERBA BUENA LN,75 yerba buena ln,37.785537,-122.404113,2024-09-04,Pass,2.0,ChIJfcaly4eAhYARSIvvfFpH64w,79.1549295774648,ChIJfcaly4eAhYARSIvvfFpH64w,Tropisueno,"75 Yerba Buena Ln, San Francisco, CA 94103, United States",4.3,3776.0,"bar, restaurant, food, point_of_interest, establishment",37.7853583,-122.40405,OPERATIONAL
51855,QUINCE RESTAURANT,quince,470 PACIFIC AVE,470 pacific avenue,37.797507,-122.4033795,2024-09-04,Pass,3.0,ChIJ8biHnb-AhYARSpU8MDPb5vs,79.72602739726028,ChIJ8biHnb-AhYARSpU8MDPb5vs,Quince,"470 Pacific Ave, San Francisco, CA 94133, United States",4.6,739.0,"restaurant, food, point_of_interest, establishment",37.797434,-122.403309,OPERATIONAL
91977,LA VACA BIRRIA,la vaca birria,2962 24TH ST,2962 24th street,37.752894,-122.411403,2024-09-04,Pass,,ChIJ9QKs3yR_j4ARHuXwnup3Rs0,78.55072463768116,ChIJ9QKs3yR_j4ARHuXwnup3Rs0,La Vaca Birria,"2962 24th St, San Francisco, CA 94110, United States",4.4,356.0,"restaurant, food, point_of_interest, establishment",37.7527702,-122.4114087,OPERATIONAL
8103,GOAT HILL,goat hill,300 CONNECTICUT ST,300 connecticut street,37.762407,-122.3976645,2024-09-04,Pass,2.0,,,,,,,,,,,
33916,VANIDA THAI KITCHEN,vanida thai kitchen,3050 TARAVAL ST,3050 taraval street,37.742274,-122.499036,2024-09-03,Closure,15.0,,,,,,,,,,,
06734499,CHIC N' TIME,chic n time,807 VALENCIA ST,807 valencia street,37.75995,-122.421141,2024-09-03,Pass,1.0,ChIJIXR88zZ_j4ARAZK-usPOIIo,77.65797101449274,ChIJIXR88zZ_j4ARAZK-usPOIIo,Chic nâ Time,"807 Valencia St, San Francisco, CA 94110, United States",4.6,280.0,"restaurant, food, point_of_interest, establishment",37.7599101,-122.4211994,OPERATIONAL
111360,THE POSH BAGEL,the posh bagel,495 CASTRO ST,495 castro street,37.761102,-122.434713,2024-09-03,Pass,1.0,,,,,,,,,,,
114722,DAGWOOD & SCOOPS INC,dagwood scoops,2736 24TH ST,2736 24th street,37.753083,-122.4070875,2024-09-03,Pass,,ChIJQWE9X0l-j4ARWFzThKLmADA,78.55072463768116,ChIJQWE9X0l-j4ARWFzThKLmADA,Dagwood & Scoops,"2736 24th St, San Francisco, CA 94110, United States",4.7,141.0,"restaurant, food, point_of_interest, establishment",37.75302430000001,-122.4072101,OPERATIONAL
06734672,GRUMPY CAFE,grumpy,66 DORMAN AVE,66 dorman avenue,37.739763,-122.403393,2024-09-03,Pass,,,,,,,,,,,,
26996,BARBAROSSA LOUNGE,barbarossa lounge,714 Montgomery St,714 montgomery street,37.795905,-122.4030825,2024-09-03,Pass,2.0,,,,,,,,,,,
06734256,RAMPANT WINE LLC,rampant wine,3516 BALBOA ST,3516 balboa street,37.775907,-122.496597,2024-08-30,Pass,,,,,,,,,,,,
25854,NORTH BEACH PIZZA EXPRESS,north beach pizza express,3054 TARAVAL ST,3054 taraval street,37.742274,-122.4990315,2024-08-30,Pass,15.0,,,,,,,,,,,
74210,RED CHILLI,red chilli,522 JONES ST,522 jones street,37.786131,-122.4129105,2024-08-30,Pass,1.0,ChIJ68SI1JGAhYAR92YZcJNTPNs,64.70457079152732,ChIJ68SI1JGAhYAR92YZcJNTPNs,Red Chilli Halal,"522 Jones St, San Francisco, CA 94102, United States",4.5,837.0,"restaurant, food, point_of_interest, establishment",37.7861706,-122.4128715,OPERATIONAL
72027,PANCAKE BOY,pancake boy,4007 24TH ST,4007 24th street,37.751247,-122.432148,2024-08-30,Pass,,,,,,,,,,,,
65384,PUBLICO #2,publico 2,550 A GENE FRIEND WAY,550 a gene friend way,37.769094,-122.3903115,2024-08-30,Pass,4.0,,,,,,,,,,,
06733355,SWEET GLORY,sweet glory,1336 9TH AVE,1336 9th avenue,37.76337,-122.4659475,2024-08-30,Pass,,,,,,,,,,,,
70929,LINDA'S DELI AND LIQUOR,linda s deli and liquor,1026 TARAVAL ST,1026 taraval street,37.743228,-122.477418,2024-08-30,Pass,2.0,,,,,,,,,,,
M 92370,Luxury Feet Massage LLC,luxury feet massage,2338 TARAVAL ST,2338 taraval street,37.742481,-122.4911835,2024-08-29,nan,,,,,,,,,,,,
72024,TACOBAR,tacobar,2401 CALIFORNIA ST,2401 california street,37.788696,-122.434065,2024-08-29,Pass,3.0,,,,,,,,,,,
06743711,THE OLYMPIC CLUB (upper level),the olympic club,599 SKYLINE BLVD,599 skyline boulevard,37.709397,-122.49468,2024-08-29,Pass,6.0,,,,,,,,,,,
33842,OZUMO RESTAURANT,ozumo,161 STEUART ST,161 steuart street,37.792692,-122.3922285,2024-08-29,Pass,1.0,,,,,,,,,,,
H2506732472,PAKWAN RESTAURANT,pakwan,501 OFARRELL ST,501 ofarrell street,37.785555,-122.4131535,2024-08-29,Pass,8.0,,,,,,,,,,,
06734301,LA ROUTINE,la routine,479 ELLIS ST,479 ellis street,37.784511,-122.4141435,2024-08-29,Pass,,,,,,,,,,,,
06733734,EBIKO,ebiko,100 1ST ST STE 160,100 1st street,37.789497,-122.397606,2024-08-29,Pass,,,,,,,,,,,,
FYF120215,THE HARLEQUIN GROUP LLC,the harlequin group,68 4TH ST,68 4th street,37.784871,-122.405148,2024-08-29,Pass,,,,,,,,,,,,
06734213,AMPLE VITALS LLC,ample vitals,3201 20TH AVE,3201 20th avenue,37.728477,-122.4768375,2024-08-29,Pass,,,,,,,,,,,,
12608,EL BURRITO EXPRESS #1,el burrito express 1,1601 TARAVAL ST,1601 taraval street,37.742571,-122.4834165,2024-08-29,Pass,3.0,,,,,,,,,,,
ME 123665,IMPERIAL DAY SPA,imperial day spa,1875 GEARY BLVD,1875 geary boulevard,37.783836,-122.434128,2024-08-28,nan,,,,,,,,,,,,
29367,MOLLIE STONES GRAND CENTRAL MK,mollie stones grand central mk,2435 CALIFORNIA ST,2435 california street,37.788462,-122.4347535,2024-08-28,Pass,7.0,,,,,,,,,,,
51091,SUBWAY 31419,subway 31419,2599 SAN BRUNO AVE,2599 san bruno avenue,37.729026,-122.4038835,2024-08-28,Pass,2.0,,,,,,,,,,,
85683,CHICO'S PIZZA,chico s pizza,468 ELLIS ST,468 ellis street,37.784979,-122.4141525,2024-08-28,Pass,3.0,,,,,,,,,,,
72027,PANCAKE BOY,pancake boy,4007 24TH ST,4007 24th street,37.751247,-122.432148,2024-08-28,Pass,3.0,,,,,,,,,,,
06733712,LOLA'S GELATO ON PIER 39,lola s gelato on pier 39,PIER 39 SPACE B-4,the embarcadero beach street,37.808118,-122.409063,2024-08-28,Pass,3.0,,,,,,,,,,,
92584,SUNFLOWER GARDEN RESTAURANT,sunflower garden,1368 9TH AVE,1368 9th avenue,37.762821,-122.465907,2024-08-28,Conditional Pass,2.0,,,,,,,,,,,
114606,VIET QUAN VIETNAMESE NOODLE HOUSE,viet quan vietnamese noodle house,1757 TARAVAL ST,1757 taraval street,37.742454,-122.485113,2024-08-28,Pass,7.0,ChIJoWzspG59j4AR1OFF65SATdg,80.26666666666667,ChIJoWzspG59j4AR1OFF65SATdg,Viet Quan Vietnamese Noodle House,"1757 Taraval St, San Francisco, CA 94116, United States",4.4,159.0,"restaurant, food, point_of_interest, establishment",37.7425173,-122.4851372,OPERATIONAL
H2406732585,TACO BOYS,taco boys,2312 MARKET ST STE 1,2312 market street,37.764,-122.4338085,2024-08-27,Pass,,,,,,,,,,,,
H2506732509,EL CASTILLITO TAQUERIA STAR INC,el castillito taqueria star,250 GOLDEN GATE AVE,250 golden gate avenue,37.781964,-122.4147465,2024-08-27,Pass,,,,,,,,,,,,
88500,SPLIT BREAD,split bread,2300 POLK ST,2300 polk street,37.797993,-122.4219645,2024-08-27,Pass,,,,,,,,,,,,
22732,CAFE JACQUELINE,cafe jacqueline,1454 GRANT AVE,1454 grant avenue,37.800486,-122.4073305,2024-08-27,Pass,3.0,ChIJaQylTvGAhYARhBlITbQgjvY,79.1549295774648,ChIJaQylTvGAhYARhBlITbQgjvY,Cafe Jacqueline,"1454 Grant Ave, San Francisco, CA 94133, United States",4.4,198.0,"restaurant, food, point_of_interest, establishment",37.8004273,-122.4074775,OPERATIONAL
103830,GAMBINOS DELI INC,gambinos deli,799 BATTERY ST,799 battery street,37.798308,-122.4016425,2024-08-27,Pass,,,,,,,,,,,,
79218,AFC SUSHI @ SAFEWAY #909,afc sushi safeway 909,730 TARAVAL ST,730 taraval street,37.743363,-122.474304,2024-08-27,Pass,,,,,,,,,,,,
06734515,WONDER PHILLY,wonder philly,1165 SILVER AVE,1165 silver avenue,37.730088,-122.4131445,2024-08-26,Pass,,,,,,,,,,,,
H2406751400,TELESCOPE COFFEE,telescope coffee,345 6TH ST,345 6th street,37.778166,-122.404689,2024-08-26,Pass,,,,,,,,,,,,
91767,PARC 55 SAN FRANCISCO A HILTON HOTEL,parc 55 san francisco a hilton hotel,55 CYRIL MAGNIN ST,55 cyril magnin street,37.78488,-122.4089775,2024-08-26,Pass,6.0,,,,,,,,,,,
32230,M/V PERALTA,m v peralta,PIER 41 FISHERMANS WHARF,the embarcadero powell street,37.808631,-122.412537,2024-08-26,Pass,1.0,,,,,,,,,,,
30805,RULLI RISTO-BAR,rulli risto bar,2300 CHESTNUT ST,2300 chestnut street,37.800351,-122.441499,2024-08-23,Pass,4.0,,,,,,,,,,,
25854,NORTH BEACH PIZZA EXPRESS,north beach pizza express,3054 TARAVAL ST,3054 taraval street,37.742274,-122.4990315,2024-08-23,Pass,17.0,,,,,,,,,,,
33300,ARBOR,arbor,384 HAYES ST B,384 hayes street b,37.77695430398,-122.42268031144,2024-08-23,Pass,,,,,,,,,,,,
06734641,"CANTEEN - UCSF, Floor 2",canteen ucsf floor 2,600 16TH ST,600 16th street,37.767105,-122.392296,2024-08-23,Pass,,,,,,,,,,,,
30727,7-ELEVEN STORE 2231-33006B,7 eleven store 2231 33006b,2650 MASON ST,2650 mason street,37.808055,-122.4132615,2024-08-23,Pass,3.0,,,,,,,,,,,
06734633,CITY FUEL,city fuel,2099 SAN JOSE AVE,2099 san jose avenue,37.723185,-122.4443025,2024-08-23,Pass,7.0,,,,,,,,,,,
54306,MISSION STREET PANTRY,mission street pantry,55 FOURTH ST,55 fourth street,37.785402,-122.4044055,2024-08-23,Pass,,,,,,,,,,,,
29424,RAILROAD EXPRESSO CAFE,railroad expresso,705 MONTEREY BLVD,705 monterey boulevard,37.731267,-122.4513495,2024-08-23,Pass,1.0,,,,,,,,,,,
81579,SALEM GROCERY,salem grocery,920 GEARY ST,920 geary street,37.786266,-122.418585,2024-08-22,Pass,,,,,,,,,,,,
70425,PEET'S COFFEE INC,peet s coffee,1509 SLOAT BLVD,1509 sloat boulevard,37.733589,-122.48973,2024-08-22,Pass,,,,,,,,,,,,
94543,EXCELSIOR COFFEE,excelsior coffee,4495 MISSION ST,4495 mission street,37.726254,-122.4332955,2024-08-22,Pass,1.0,,,,,,,,,,,
74210,RED CHILLI,red chilli,522 JONES ST,522 jones street,37.786131,-122.4129105,2024-08-22,Pass,3.0,ChIJ68SI1JGAhYAR92YZcJNTPNs,64.70457079152732,ChIJ68SI1JGAhYAR92YZcJNTPNs,Red Chilli Halal,"522 Jones St, San Francisco, CA 94102, United States",4.5,837.0,"restaurant, food, point_of_interest, establishment",37.7861706,-122.4128715,OPERATIONAL
06733791,THE SOCIALITE,the socialite,79 JEFFERSON ST,79 jefferson street,37.808055,-122.4132615,2024-08-22,Closure,9.0,,,,,,,,,,,
06734275,Nick The Greek - Metreon,nick the greek metreon,145 4TH ST,145 4th street,37.783908,-122.4033525,2024-08-22,Pass,3.0,ChIJrZOnXQCBhYARxXp73TziXGo,63.897435897435905,ChIJrZOnXQCBhYARxXp73TziXGo,Nick the Greek,"145 4th St, San Francisco, CA 94103, United States",3.5,74.0,"restaurant, food, point_of_interest, establishment",37.7841539,-122.4034781,OPERATIONAL
06734370,PEPPERJACK PROVISIONS,pepperjack provisions,1232 9TH AVE,1232 9th avenue,37.76526,-122.466078,2024-08-22,Pass,,,,,,,,,,,,
111117,KASH DADDYS,kash daddys,1051 MARKET ST,1051 market street,37.781109,-122.411043,2024-08-22,Conditional Pass,9.0,,,,,,,,,,,
98081,HAPPY COW CREAMERY & TEA,happy cow creamery tea,2291 3RD ST,2291 3rd street,37.760688,-122.3882415,2024-08-22,Pass,7.0,ChIJlWqlFIJ_j4ARLCzmnuz7zw8,77.91044776119404,ChIJlWqlFIJ_j4ARLCzmnuz7zw8,Happy Cow Creamery & Tea,"2291 3rd St, San Francisco, CA 94107, United States",4.3,92.0,"store, food, point_of_interest, establishment",37.7606984,-122.388406,OPERATIONAL
H0306732600,DANDELION CHOCOLATE,dandelion chocolate,2115 FILLMORE ST,2115 fillmore street,37.789137,-122.4341595,2024-08-21,Pass,,,,,,,,,,,,
11218,BIG 5 SPORTING GOODS #156,big 5 sporting goods 156,1533 SLOAT BLVD,1533 sloat boulevard,37.732527,-122.4903285,2024-08-21,Pass,2.0,,,,,,,,,,,
06734618,LE REGENCY DELI,le regency deli,18 CALIFORNIA ST,18 california street,37.793727,-122.396787,2024-08-21,Pass,,,,,,,,,,,,
2472,SAN FRANCISCO RESCUE MISSION,san francisco rescue mission,230 JONES ST,230 jones street,37.783512,-122.4122175,2024-08-21,Pass,6.0,,,,,,,,,,,
06733705,EL CHAVO SUPERMERCADO,el chavo supermercado,3250 MISSION ST,3250 mission street,37.744875,-122.420808,2024-08-21,Pass,,,,,,,,,,,,
21856,BANQUET KITCHEN - BALLROOM,banquet kitchen ballroom,55 FOURTH ST,55 fourth street,37.785402,-122.4044055,2024-08-21,Pass,4.0,,,,,,,,,,,
H0306732721,ALL FRESH MARKET,all fresh market,1532 OCEAN AVE,1532 ocean avenue,37.724706,-122.4587925,2024-08-21,Pass,,,,,,,,,,,,
78762,PAPRIKA,paprika,3324 24TH ST,3324 24th street,37.752363,-122.4191115,2024-08-21,Pass,2.0,,,,,,,,,,,
32178,HARD KNOX CAFE,hard knox,2526 3RD ST,2526 3rd street,37.757529,-122.3885925,2024-08-21,Pass,3.0,,,,,,,,,,,
06734260,YEMENI KABAB & MEDITERRANEAN,yemeni kabab mediterranean,39 TAYLOR ST,39 taylor street,37.782783,-122.4108675,2024-08-20,Pass,,ChIJbxm_55qBhYAR0zqWNbmKUh0,78.55072463768116,ChIJbxm_55qBhYAR0zqWNbmKUh0,Yemeni kabab & Mediterranean,"39 Taylor St, San Francisco, CA 94102, United States",4.7,168.0,"restaurant, food, point_of_interest, establishment",37.7828283,-122.4109236,OPERATIONAL
06734162,VERDEA LLC,verdea,250 FREMONT ST,250 fremont street,37.788192,-122.394249,2024-08-20,Pass,4.0,,,,,,,,,,,
102643,YASMIN,yasmin,799 VALENCIA ST,799 valencia street,37.760301,-122.4211185,2024-08-20,Pass,,,,,,,,,,,,
80931,SOTTO MARE OYSTERIA & SEAFOOD RESTAURANT,sotto mare oysteria seafood,552 GREEN ST,552 green street,37.799811,-122.4083385,2024-08-20,Pass,,,,,,,,,,,,
26996,BARBAROSSA LOUNGE,barbarossa lounge,714 Montgomery St,714 montgomery street,37.795905,-122.4030825,2024-08-20,Pass,7.0,,,,,,,,,,,
67154,RIVERSIDE SEAFOOD RESTAURANT,riverside seafood,1201 VICENTE ST,1201 vicente street,37.738899,-122.479893,2024-08-20,Conditional Pass,9.0,,,,,,,,,,,
88488,DIM SUM KITCHEN INC,dim sum kitchen,2520 SAN BRUNO AVE,2520 san bruno avenue,37.729656,-122.4047385,2024-08-19,Pass,11.0,,,,,,,,,,,
06734530,GUCKENHEIMER AT GOOGLE - 2 HARRISON 4TH FL,guckenheimer at google 2 harrison 4th fl,2 HARRISON ST FL 4,2 harrison street,37.789812,-122.3897715,2024-08-19,Pass,,,,,,,,,,,,
06734507,BOICHIK BAGELS LLC,boichik bagels,22 BATTERY ST STE D,22 battery street,37.791585,-122.3993745,2024-08-19,Pass,,,,,,,,,,,,
108469,MESOPOTAMIA KITCHEN,mesopotamia kitchen,3915 24TH ST BLDG,3915 24th street bldg,37.75137001078,-122.43004200162,2024-08-19,Pass,3.0,,,,,,,,,,,
