feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,label
0.0,37.782103,-122.449132,,,,1.5,0
0.0,37.782103,-122.449132,0.0,0.0,456.0,1.5,0
3.0,37.781892,-122.4491535,0.0,0.0,411.0,1.5,0
0.0,37.781892,-122.4491535,1.0,0.0,421.0,1.5,0
0.0,,,,,,0.0,0
0.0,,,0.0,0.0,504.0,0.0,1
0.0,,,0.0,0.5,7.0,0.0,0
0.0,,,0.0,0.3333333333333333,281.0,0.0,0
6.0,37.798488,-122.408667,0.0,0.3333333333333333,699.0,0.0,0
0.0,37.798488,-122.408667,2.0,0.0,7.0,0.0,0
0.0,37.798488,-122.408667,2.0,0.0,7.0,0.0,0
0.0,,,,,,0.0,0
0.0,,,0.0,0.0,518.0,0.0,0
0.0,,,0.0,0.0,14.0,0.0,0
0.0,,,0.0,0.0,142.0,0.0,0
0.0,,,0.0,0.0,119.0,0.0,0
5.0,37.727748,-122.4039555,0.0,0.0,740.0,0.0,0
6.0,37.785798,-122.3998875,,,,,0
0.0,37.785798,-122.3998875,6.0,0.0,7.0,,0
0.0,37.785654,-122.399729,,,,0.0,0
0.0,37.785654,-122.399729,0.0,0.0,1.0,0.0,0
0.0,37.785654,-122.399729,0.0,0.0,547.0,0.0,1
0.0,37.785654,-122.399729,0.0,0.3333333333333333,1.0,0.0,0
0.0,37.785654,-122.399729,0.0,0.3333333333333333,238.0,0.0,1
0.0,37.785654,-122.399729,0.0,0.6666666666666666,14.0,0.0,0
0.0,37.785654,-122.399729,0.0,0.3333333333333333,20.0,0.0,0
3.0,37.788885,-122.40909,,,,-1.5,0
1.0,37.788885,-122.40909,3.0,0.0,14.0,-1.5,0
0.0,37.788885,-122.40909,2.0,0.0,11.0,-1.5,0
0.0,37.788885,-122.40909,1.3333333333333333,0.0,350.0,-1.5,0
0.0,37.793033,-122.406044,,,,2.0,0
0.0,37.793033,-122.406044,0.0,0.0,404.0,2.0,0
0.0,37.793033,-122.406044,0.0,0.0,252.0,2.0,0
0.0,37.793033,-122.406044,0.0,0.0,24.0,2.0,0
4.0,37.792998,-122.406381,0.0,0.0,770.0,2.0,0
0.0,37.792998,-122.406381,1.3333333333333333,0.0,69.0,2.0,0
0.0,,,,,,1.5,0
0.0,,,0.0,0.0,231.0,1.5,0
0.0,,,0.0,0.0,603.0,1.5,0
3.0,37.79493499445,-122.39426502138,0.0,0.0,671.0,1.5,0
1.0,37.79493499445,-122.39426502138,1.0,0.0,5.0,1.5,0
0.0,37.763733,-122.466366,,,,0.0,0
0.0,37.763733,-122.466366,0.0,0.0,15.0,0.0,0
0.0,37.763733,-122.466366,0.0,0.0,490.0,0.0,0
0.0,37.763733,-122.466366,0.0,0.0,153.0,0.0,0
4.0,37.762461,-122.395977,0.0,0.0,211.0,0.0,0
0.0,37.762461,-122.395977,1.3333333333333333,0.0,43.0,0.0,0
3.0,37.762461,-122.395977,1.3333333333333333,0.0,298.0,0.0,0
0.0,37.720894,-122.478029,,,,,0
0.0,,,,,,0.0,0
0.0,,,0.0,0.0,393.0,0.0,0
1.0,37.787832,-122.4143415,0.0,0.0,693.0,0.0,0
0.0,37.787832,-122.4143415,0.3333333333333333,0.0,410.0,0.0,0
0.0,37.787832,-122.4143415,0.3333333333333333,0.0,52.0,0.0,0
0.0,37.78237669039,-122.39291115874,,,,,0
2.0,37.77813,-122.391855,,,,,0
0.0,,,,,,,0
1.0,37.76797301032,-122.38766603283,,,,,0
0.0,,,,,,0.0,0
0.0,,,0.0,0.0,20.0,0.0,0
0.0,37.760247,-122.411124,0.0,0.0,829.0,0.0,0
1.0,37.760247,-122.411124,0.0,0.0,20.0,0.0,0
2.0,37.781856,-122.4202095,,,,0.0,0
2.0,37.781856,-122.4202095,2.0,0.0,8.0,0.0,0
3.0,37.781856,-122.4202095,2.0,0.0,81.0,0.0,0
0.0,,,,,,0.0,0
0.0,,,0.0,0.0,385.0,0.0,0
0.0,,,0.0,0.0,196.0,0.0,0
0.0,,,0.0,0.0,9.0,0.0,0
0.0,,,0.0,0.0,292.0,0.0,0
4.0,37.728882,-122.404428,0.0,0.0,499.0,0.0,0
0.0,,,,,,0.0,0
0.0,37.79493499445,-122.39426502138,0.0,0.0,411.0,0.0,0
10.0,37.79493499445,-122.39426502138,0.0,0.0,12.0,0.0,0
0.0,37.79493499445,-122.39426502138,3.333333333333333,0.0,86.0,0.0,0
0.0,37.79493499445,-122.39426502138,3.333333333333333,0.0,308.0,0.0,0
0.0,37.79493499445,-122.39426502138,3.333333333333333,0.0,35.0,0.0,0
0.0,37.79493499445,-122.39426502138,0.0,0.0,6.0,0.0,0
2.0,37.79493499445,-122.39426502138,0.0,0.0,29.0,0.0,0
0.0,,,,,,-2.0,0
0.0,,,0.0,0.0,2.0,-2.0,0
0.0,,,0.0,0.0,8.0,-2.0,0
0.0,,,0.0,0.0,405.0,-2.0,0
4.0,37.761741,-122.4243045,0.0,0.0,462.0,-2.0,0
0.0,37.761741,-122.4243045,1.3333333333333333,0.0,159.0,-2.0,0
0.0,37.761741,-122.4243045,1.3333333333333333,0.0,64.0,-2.0,0
0.0,37.761741,-122.4243045,1.3333333333333333,0.0,113.0,-2.0,0
0.0,37.793277,-122.3958555,,,,,0
2.0,37.775457,-122.4258705,,,,,0
1.0,37.765125,-122.4119115,,,,0.0,0
1.0,37.765125,-122.4119115,1.0,0.0,13.0,0.0,0
1.0,37.765125,-122.4119115,1.0,0.0,1.0,0.0,0
0.0,37.785402,-122.4044055,,,,0.0,0
0.0,37.785402,-122.4044055,0.0,0.0,5.0,0.0,0
2.0,37.785402,-122.4044055,0.0,0.0,42.0,0.0,0
0.0,37.790991,-122.403861,,,,,0
0.0,37.790991,-122.403861,0.0,0.0,18.0,,0
0.0,,,,,,0.0,1
0.0,,,0.0,1.0,5.0,0.0,0
0.0,,,0.0,0.5,371.0,0.0,1
0.0,,,0.0,0.6666666666666666,3.0,0.0,1
0.0,,,0.0,0.6666666666666666,3.0,0.0,0
0.0,,,0.0,0.6666666666666666,3.0,0.0,0
10.0,37.754946,-122.422941,0.0,0.3333333333333333,852.0,0.0,0
0.0,,,,,,0.0,0
0.0,,,0.0,0.0,379.0,0.0,0
0.0,,,0.0,0.0,6.0,0.0,0
0.0,,,0.0,0.0,379.0,0.0,0
0.0,37.7855855988,-122.42991222929,,,,,0
9.0,37.774431,-122.418045,,,,,0
4.0,37.79493499445,-122.39426502138,,,,0.0,0
1.0,37.79493499445,-122.39426502138,4.0,0.0,68.0,0.0,0
1.0,37.79493499445,-122.39426502138,2.5,0.0,4.0,0.0,0
1.0,37.79493499445,-122.39426502138,2.0,0.0,5.0,0.0,1
0.0,37.79493499445,-122.39426502138,1.0,0.3333333333333333,0.0,0.0,0
1.0,37.79493499445,-122.39426502138,0.6666666666666666,0.3333333333333333,2.0,0.0,0
0.0,37.79493499445,-122.39426502138,0.6666666666666666,0.3333333333333333,290.0,0.0,0
0.0,37.79493499445,-122.39426502138,0.3333333333333333,0.0,2.0,0.0,0
1.0,37.79493499445,-122.39426502138,0.3333333333333333,0.0,6.0,0.0,0
0.0,37.79493499445,-122.39426502138,0.3333333333333333,0.0,1.0,0.0,0
0.0,37.79493499445,-122.39426502138,0.3333333333333333,0.0,44.0,0.0,0
0.0,37.79493499445,-122.39426502138,0.3333333333333333,0.0,14.0,0.0,0
0.0,37.79493499445,-122.39426502138,0.0,0.0,7.0,0.0,0
0.0,37.795225,-122.39377,,,,0.0,0
0.0,37.795225,-122.39377,0.0,0.0,205.0,0.0,0
0.0,37.795225,-122.39377,0.0,0.0,251.0,0.0,0
0.0,37.795225,-122.39377,0.0,0.0,371.0,0.0,0
4.0,37.79493499445,-122.39426502138,,,,,0
2.0,37.79493499445,-122.39426502138,4.0,0.0,7.0,,0
0.0,37.784979,-122.4318645,,,,,0
0.0,,,,,,,0
6.0,37.802898,-122.414346,,,,,0
0.0,37.802898,-122.414346,6.0,0.0,14.0,,0
1.0,37.77813,-122.391855,,,,,0
4.0,37.77813,-122.391855,,,,,0
1.0,37.77813,-122.391855,4.0,0.0,82.0,,0
1.0,37.77813,-122.391855,,,,,0
19.0,37.774431,-122.418045,,,,,0
0.0,,,,,,0.0,0
0.0,,,0.0,0.0,427.0,0.0,0
0.0,,,0.0,0.0,359.0,0.0,0
0.0,,,,,,0.0,0
0.0,,,0.0,0.0,7.0,0.0,0
0.0,,,0.0,0.0,279.0,0.0,0
0.0,,,0.0,0.0,7.0,0.0,0
0.0,,,0.0,0.0,287.0,0.0,0
3.0,37.742949,-122.4837585,0.0,0.0,350.0,0.0,0
1.0,37.742949,-122.4837585,1.0,0.0,21.0,0.0,0
5.0,37.742949,-122.4837585,1.3333333333333333,0.0,336.0,0.0,1
1.0,37.742949,-122.4837585,3.0,0.3333333333333333,2.0,0.0,1
1.0,37.742949,-122.4837585,2.333333333333333,0.6666666666666666,5.0,0.0,0
0.0,,,,,,1.5,0
0.0,,,0.0,0.0,189.0,1.5,0
3.0,37.763055,-122.4831015,0.0,0.0,351.0,1.5,0
8.0,37.763055,-122.4831015,1.0,0.0,377.0,1.5,0
0.0,,,,,,3.0,0
0.0,,,0.0,0.0,7.0,3.0,0
0.0,,,0.0,0.0,528.0,3.0,0
0.0,,,0.0,0.0,19.0,3.0,0
12.0,37.760472,-122.4195255,0.0,0.0,489.0,3.0,1
0.0,37.760472,-122.4195255,4.0,0.3333333333333333,4.0,3.0,0
6.0,37.760472,-122.4195255,4.0,0.3333333333333333,340.0,3.0,1
6.0,37.760472,-122.4195255,6.0,0.6666666666666666,1.0,3.0,1
3.0,37.760472,-122.4195255,4.0,0.6666666666666666,19.0,3.0,0
0.0,,,,,,,0
0.0,,,0.0,0.0,397.0,,0
0.0,,,,,,0.0,0
0.0,,,0.0,0.0,371.0,0.0,0
0.0,,,0.0,0.0,452.0,0.0,0
0.0,37.753731,-122.482395,,,,,0
2.0,37.753731,-122.482395,0.0,0.0,39.0,,0
2.0,37.777194,-122.423445,,,,,0
0.0,,,,,,,0
0.0,,,0.0,0.0,7.0,,0
4.0,37.768005,-122.387562,,,,-4.0,0
0.0,37.768005,-122.387562,4.0,0.0,112.0,-4.0,0
0.0,37.768005,-122.387562,2.0,0.0,31.0,-4.0,0
0.0,37.72709004278,-122.43295594654,,,,4.0,0
4.0,37.72709004278,-122.43295594654,0.0,0.0,246.0,4.0,0
0.0,37.72709004278,-122.43295594654,2.0,0.0,112.0,4.0,0
0.0,,,,,,,0
0.0,37.780295,-122.400308,,,,0.0,0
0.0,37.780295,-122.400308,0.0,0.0,306.0,0.0,0
0.0,37.780295,-122.400308,0.0,0.0,97.0,0.0,0
0.0,37.780569,-122.400504,0.0,0.0,581.0,0.0,0
0.0,37.780569,-122.400504,0.0,0.0,191.0,0.0,0
0.0,37.786951,-122.433362,,,,0.0,0
0.0,37.786951,-122.433362,0.0,0.0,481.0,0.0,0
0.0,37.786951,-122.433362,0.0,0.0,7.0,0.0,0
0.0,37.786951,-122.433362,0.0,0.0,436.0,0.0,0
0.0,37.786951,-122.433362,0.0,0.0,28.0,0.0,0
4.0,37.786806,-122.433291,,,,,0
2.0,37.785366,-122.4328545,,,,,0
0.0,37.781974,-122.432474,,,,0.0,0
0.0,37.781974,-122.432474,0.0,0.0,7.0,0.0,0
0.0,37.781974,-122.432474,0.0,0.0,413.0,0.0,0
2.0,37.781559,-122.432589,,,,,0
0.0,37.798531,-122.445891,,,,,0
0.0,37.790991,-122.403861,,,,,0
0.0,37.746171,-122.419845,,,,0.0,0
0.0,37.746171,-122.419845,0.0,0.0,12.0,0.0,0
0.0,37.746171,-122.419845,0.0,0.0,26.0,0.0,0
0.0,37.746171,-122.419845,0.0,0.0,3.0,0.0,0
0.0,37.788094,-122.41176,,,,,0
0.0,37.788094,-122.41176,0.0,0.0,337.0,,0
0.0,37.804303,-122.413364,,,,9.0,0
9.0,37.804275,-122.413617,0.0,0.0,733.0,9.0,1
1.0,37.804275,-122.413617,4.5,0.5,14.0,9.0,0
0.0,,,,,,0.0,0
0.0,,,0.0,0.0,188.0,0.0,0
0.0,,,0.0,0.0,189.0,0.0,0
0.0,,,0.0,0.0,20.0,0.0,0
0.0,,,0.0,0.0,161.0,0.0,0
0.0,,,0.0,0.0,549.0,0.0,0
4.0,37.781793,-122.48451,0.0,0.0,474.0,0.0,0
7.0,37.751616,-122.432886,,,,0.0,0
3.0,37.751616,-122.432886,7.0,0.0,21.0,0.0,0
0.0,37.751616,-122.432886,5.0,0.0,5.0,0.0,0
0.0,37.751616,-122.432886,3.333333333333333,0.0,7.0,0.0,0
0.0,37.751616,-122.432886,1.0,0.0,8.0,0.0,0
0.0,37.751616,-122.432886,0.0,0.0,15.0,0.0,0
6.0,37.751616,-122.432886,0.0,0.0,59.0,0.0,0
0.0,,,,,,3.0,0
3.0,37.797498,-122.4218205,0.0,0.0,960.0,3.0,0
2.0,37.797498,-122.4218205,1.5,0.0,7.0,3.0,0
0.0,,,,,,0.0,0
0.0,,,0.0,0.0,7.0,0.0,0
0.0,,,0.0,0.0,379.0,0.0,0
1.0,37.765161,-122.4660735,,,,,0
0.0,37.765161,-122.4660735,1.0,0.0,1.0,,0
1.0,37.753416,-122.490225,,,,-1.0,0
0.0,37.753416,-122.490225,1.0,0.0,15.0,-1.0,0
0.0,37.753416,-122.490225,0.5,0.0,334.0,-1.0,0
0.0,37.808118,-122.409063,,,,0.0,0
0.0,37.808118,-122.409063,0.0,0.0,28.0,0.0,0
0.0,37.808118,-122.409063,0.0,0.0,35.0,0.0,0
0.0,37.808118,-122.409063,0.0,0.0,6.0,0.0,0
0.0,,,,,,0.0,0
0.0,,,0.0,0.0,420.0,0.0,0
0.0,,,0.0,0.0,240.0,0.0,1
7.0,37.784106,-122.406156,,,,,0
0.0,37.751068,-122.438242,,,,,0
0.0,37.751068,-122.438242,0.0,0.0,442.0,,0
0.0,37.751265,-122.438268,,,,0.0,0
0.0,37.751265,-122.438268,0.0,0.0,14.0,0.0,0
4.0,37.751265,-122.438268,0.0,0.0,189.0,0.0,0
0.0,37.798914,-122.408885,,,,3.0,0
0.0,37.798914,-122.408885,0.0,0.0,7.0,3.0,0
0.0,37.798875,-122.409117,0.0,0.0,757.0,3.0,0
5.0,37.798875,-122.409117,0.0,0.0,7.0,3.0,0
1.0,37.798875,-122.409117,1.6666666666666667,0.0,7.0,3.0,0
0.0,37.798875,-122.409117,2.0,0.0,7.0,3.0,0
0.0,37.798875,-122.409117,2.0,0.0,7.0,3.0,0
6.0,37.798875,-122.409117,0.3333333333333333,0.0,238.0,3.0,0
1.0,37.798875,-122.409117,2.0,0.0,7.0,3.0,0
1.0,37.76391,-122.464485,,,,,0
3.0,37.769778,-122.4119115,,,,-3.0,0
0.0,37.769778,-122.4119115,3.0,0.0,14.0,-3.0,0
0.0,37.769778,-122.4119115,1.5,0.0,6.0,-3.0,0
0.0,,,,,,0.0,0
0.0,,,0.0,0.0,49.0,0.0,0
0.0,,,0.0,0.0,657.0,0.0,0
0.0,,,0.0,0.0,36.0,0.0,0
0.0,37.73682,-122.40531,,,,,0
0.0,37.793457,-122.4068265,,,,,0
0.0,37.793457,-122.4068265,0.0,0.0,365.0,,0
0.0,37.802454,-122.424854,,,,0.0,0
0.0,37.802454,-122.424854,0.0,0.0,370.0,0.0,0
0.0,37.802454,-122.424854,0.0,0.0,7.0,0.0,0
2.0,37.802412,-122.425128,0.0,0.0,1022.0,0.0,0
0.0,,,,,,0.0,1
0.0,,,0.0,1.0,7.0,0.0,0
0.0,,,0.0,0.5,172.0,0.0,0
0.0,,,0.0,0.3333333333333333,15.0,0.0,0
0.0,,,0.0,0.0,168.0,0.0,0
0.0,,,0.0,0.0,174.0,0.0,0
0.0,,,0.0,0.0,2.0,0.0,0
0.0,,,0.0,0.0,484.0,0.0,0
1.0,37.764666,-122.432958,,,,-1.0,0
0.0,37.764666,-122.432958,1.0,0.0,17.0,-1.0,0
0.0,37.764666,-122.432958,0.5,0.0,7.0,-1.0,0
2.0,37.764666,-122.432958,0.3333333333333333,0.0,75.0,-1.0,0
0.0,37.764666,-122.432958,0.6666666666666666,0.0,55.0,-1.0,0
0.0,37.764666,-122.432958,0.6666666666666666,0.0,63.0,-1.0,0
4.0,37.764666,-122.432958,0.6666666666666666,0.0,114.0,-1.0,0
0.0,,,,,,3.5,0
0.0,,,0.0,0.0,94.0,3.5,0
0.0,,,0.0,0.0,236.0,3.5,0
0.0,,,0.0,0.0,64.0,3.5,0
0.0,,,0.0,0.0,141.0,3.5,0
0.0,,,0.0,0.0,33.0,3.5,0
7.0,37.795095,-122.40072,0.0,0.0,560.0,3.5,0
3.0,37.795095,-122.40072,2.333333333333333,0.0,14.0,3.5,0
0.0,37.792577,-122.421016,,,,3.0,0
0.0,37.792577,-122.421016,0.0,0.0,838.0,3.0,0
0.0,37.792577,-122.421016,0.0,0.0,316.0,3.0,0
6.0,37.792683,-122.420979,0.0,0.0,555.0,3.0,0
1.0,37.792683,-122.420979,2.0,0.0,7.0,3.0,0
0.0,37.786887,-122.440156,,,,0.0,0
0.0,37.786887,-122.440156,0.0,0.0,13.0,0.0,0
0.0,37.786887,-122.440156,0.0,0.0,455.0,0.0,0
4.0,37.786941,-122.4399915,0.0,0.0,433.0,0.0,0
0.0,,,,,,,0
0.0,37.774431,-122.418045,,,,,0
0.0,,,,,,,0
0.0,37.807167,-122.418936,,,,0.0,0
0.0,37.807167,-122.418936,0.0,0.0,566.0,0.0,0
0.0,37.807167,-122.418936,0.0,0.0,1.0,0.0,0
0.0,37.807167,-122.418936,0.0,0.0,348.0,0.0,1
0.0,37.807167,-122.418936,0.0,0.3333333333333333,1.0,0.0,0
0.0,,,,,,0.5,0
0.0,,,0.0,0.0,187.0,0.5,0
0.0,,,0.0,0.0,583.0,0.5,0
1.0,37.786518,-122.4173475,0.0,0.0,350.0,0.5,0
3.0,37.786518,-122.4173475,0.3333333333333333,0.0,210.0,0.5,0
0.0,,,,,,0.5,0
0.0,,,0.0,0.0,274.0,0.5,0
0.0,,,0.0,0.0,530.0,0.5,0
2.0,37.782801,-122.4149445,0.0,0.0,421.0,0.5,0
1.0,37.782801,-122.4149445,0.6666666666666666,0.0,462.0,0.5,0
1.0,37.782801,-122.4149445,1.0,0.0,16.0,0.5,0
0.0,,,,,,0.0,0
0.0,,,0.0,0.0,824.0,0.0,0
0.0,,,0.0,0.0,8.0,0.0,0
0.0,37.73682,-122.40531,,,,,0
0.0,37.781138,-122.463931,,,,,0
0.0,37.781138,-122.463931,0.0,0.0,223.0,,0
0.0,,,,,,0.5,0
0.0,,,0.0,0.0,620.0,0.5,0
6.0,37.753056,-122.4087165,0.0,0.0,413.0,0.5,0
1.0,37.753056,-122.4087165,2.0,0.0,16.0,0.5,0
2.0,37.753056,-122.4087165,2.333333333333333,0.0,363.0,0.5,0
1.0,37.761993,-122.46489,,,,,0
0.0,37.761075,-122.486355,,,,1.5,0
7.0,37.761075,-122.486355,0.0,0.0,0.0,1.5,1
2.0,37.761075,-122.486355,3.5,0.5,1.0,1.5,0
2.0,37.761075,-122.486355,3.0,0.3333333333333333,6.0,1.5,0
1.0,37.761075,-122.486355,3.6666666666666665,0.3333333333333333,13.0,1.5,0
5.0,37.761075,-122.486355,1.6666666666666667,0.0,86.0,1.5,1
0.0,37.761075,-122.486355,2.6666666666666665,0.3333333333333333,4.0,1.5,0
0.0,,,,,,,0
1.0,37.76076853535,-122.43667183947,0.0,0.0,1020.0,,0
0.0,,,,,,,0
0.0,37.781838,-122.4157095,,,,,0
0.0,,,,,,,0
11.0,37.717587,-122.473836,0.0,0.0,695.0,,0
1.0,37.752777,-122.504598,,,,,0
0.0,37.752777,-122.504598,1.0,0.0,397.0,,0
0.0,,,,,,,0
2.0,37.764684,-122.433471,,,,,0
0.0,37.728477,-122.4768375,,,,,0
4.0,37.801827,-122.4116865,,,,,0
1.0,37.788417,-122.401962,,,,-1.0,0
0.0,37.788417,-122.401962,1.0,0.0,13.0,-1.0,0
0.0,37.788417,-122.401962,0.5,0.0,498.0,-1.0,0
0.0,,,,,,,0
0.0,,,0.0,0.0,370.0,,0
2.0,37.77813,-122.391855,,,,,0
1.0,37.77084,-122.4463635,,,,,0
2.0,37.77084,-122.4463635,1.0,0.0,162.0,,0
2.0,37.771857,-122.4465795,,,,,0
2.0,37.771857,-122.4465795,2.0,0.0,162.0,,0
0.0,,,,,,,0
0.0,,,0.0,0.0,695.0,,0
0.0,,,,,,0.0,0
0.0,,,0.0,0.0,504.0,0.0,0
0.0,,,0.0,0.0,2.0,0.0,0
0.0,,,0.0,0.0,189.0,0.0,0
0.0,,,,,,1.0,0
0.0,,,0.0,0.0,7.0,1.0,0
0.0,,,0.0,0.0,202.0,1.0,0
0.0,,,0.0,0.0,189.0,1.0,0
10.0,37.790073,-122.4203355,0.0,0.0,226.0,1.0,0
2.0,37.790073,-122.4203355,3.333333333333333,0.0,8.0,1.0,0
5.0,37.790073,-122.4203355,4.0,0.0,452.0,1.0,0
0.0,,,,,,2.5,0
0.0,,,0.0,0.0,207.0,2.5,0
0.0,,,0.0,0.0,563.0,2.5,0
5.0,37.769994,-122.4456615,0.0,0.0,299.0,2.5,0
6.0,37.769994,-122.4456615,1.6666666666666667,0.0,247.0,2.5,0
2.0,37.801827,-122.4116865,,,,,0
0.0,37.779777,-122.4544905,,,,,0
0.0,37.779777,-122.4544905,0.0,0.0,166.0,,0
0.0,37.770426,-122.444982,,,,,0
0.0,37.770426,-122.444982,0.0,0.0,1.0,,0
0.0,37.7901,-122.4028845,,,,,0
5.0,37.760967,-122.4369405,,,,-5.0,0
0.0,37.760967,-122.4369405,5.0,0.0,357.0,-5.0,0
0.0,37.760967,-122.4369405,2.5,0.0,16.0,-5.0,0
0.0,37.761615,-122.410503,,,,,0
0.0,,,,,,0.0,0
0.0,,,0.0,0.0,287.0,0.0,0
0.0,,,0.0,0.0,392.0,0.0,0
3.0,37.797678,-122.432715,0.0,0.0,1076.0,0.0,0
0.0,37.787553,-122.433574,,,,1.0,0
0.0,37.787553,-122.433574,0.0,0.0,7.0,1.0,0
0.0,37.787553,-122.433574,0.0,0.0,390.0,1.0,0
2.0,37.787517,-122.4338355,0.0,0.0,393.0,1.0,0
0.0,37.787517,-122.4338355,0.6666666666666666,0.0,10.0,1.0,0
0.0,37.79438926986,-122.39475503062,,,,,0
0.0,,,,,,,0
0.0,37.781658,-122.3958555,,,,,0
0.0,37.758913,-122.412426,,,,0.0,1
0.0,37.758913,-122.412426,0.0,1.0,2.0,0.0,0
0.0,37.758913,-122.412426,0.0,0.5,454.0,0.0,0
0.0,37.758913,-122.412426,0.0,0.3333333333333333,14.0,0.0,0
7.0,37.758924,-122.4121995,0.0,0.0,559.0,0.0,0
6.0,37.77480239189,-122.38901292316,,,,0.0,0
0.0,37.77480239189,-122.38901292316,6.0,0.0,78.0,0.0,0
0.0,37.77480239189,-122.38901292316,3.0,0.0,224.0,0.0,0
0.0,37.77480239189,-122.38901292316,2.0,0.0,9.0,0.0,0
1.0,37.77480239189,-122.38901292316,0.0,0.0,89.0,0.0,0
5.0,37.800072,-122.4094275,,,,,0
5.0,37.800072,-122.4094275,5.0,0.0,303.0,,0
0.0,,,,,,0.0,0
0.0,,,0.0,0.0,299.0,0.0,0
0.0,,,0.0,0.0,7.0,0.0,0
0.0,,,0.0,0.0,344.0,0.0,1
0.0,,,0.0,0.3333333333333333,16.0,0.0,0
0.0,,,,,,,0
0.0,37.795149,-122.4043245,,,,,0
2.0,37.77651147489,-122.43803180329,,,,,0
0.0,,,,,,,0
0.0,,,0.0,0.0,465.0,,0
0.0,37.785404,-122.396979,,,,0.0,0
0.0,37.785404,-122.396979,0.0,0.0,362.0,0.0,0
0.0,37.785404,-122.396979,0.0,0.0,336.0,0.0,0
0.0,,,,,,1.5,0
0.0,,,0.0,0.0,363.0,1.5,0
3.0,37.807182,-122.420187,0.0,0.0,679.0,1.5,0
0.0,37.807182,-122.420187,1.0,0.0,14.0,1.5,0
8.0,37.766358,-122.417253,,,,,0
0.0,37.766324,-122.417565,,,,0.0,0
0.0,37.766324,-122.417565,0.0,0.0,203.0,0.0,0
0.0,37.766324,-122.417565,0.0,0.0,184.0,0.0,0
0.0,37.766324,-122.417565,0.0,0.0,607.0,0.0,0
0.0,37.766324,-122.417565,0.0,0.0,6.0,0.0,0
0.0,37.748264,-122.41197,,,,0.5,0
0.0,37.748264,-122.41197,0.0,0.0,429.0,0.5,0
0.0,37.748264,-122.41197,0.0,0.0,166.0,0.5,0
0.0,37.748264,-122.41197,0.0,0.0,161.0,0.5,0
0.0,37.748264,-122.41197,0.0,0.0,183.0,0.5,0
0.0,37.748264,-122.41197,0.0,0.0,225.0,0.5,0
1.0,37.748133,-122.4120285,0.0,0.0,481.0,0.5,0
0.0,37.748133,-122.4120285,0.3333333333333333,0.0,171.0,0.5,0
3.0,37.791585,-122.3993745,,,,,0
0.0,,,,,,0.0,0
0.0,,,0.0,0.0,412.0,0.0,0
0.0,,,0.0,0.0,272.0,0.0,0
3.0,37.769904,-122.454099,0.0,0.0,372.0,0.0,0
0.0,,,,,,0.0,0
0.0,,,0.0,0.0,179.0,0.0,0
0.0,,,0.0,0.0,832.0,0.0,0
0.0,37.742904,-122.484699,,,,,0
1.0,37.742904,-122.484699,0.0,0.0,65.0,,0
0.0,37.742454,-122.485113,,,,,0
0.0,,,,,,0.0,0
0.0,,,0.0,0.0,504.0,0.0,0
0.0,,,0.0,0.0,365.0,0.0,0
1.0,37.742454,-122.485113,0.0,0.0,382.0,0.0,0
0.0,,,,,,0.0,0
0.0,,,0.0,0.0,231.0,0.0,0
7.0,37.794339,-122.3970345,0.0,0.0,563.0,0.0,0
0.0,,,,,,1.5,0
0.0,,,0.0,0.0,458.0,1.5,0
0.0,,,0.0,0.0,7.0,1.5,0
0.0,,,0.0,0.0,15.0,1.5,0
0.0,,,0.0,0.0,541.0,1.5,0
3.0,37.803492,-122.401845,0.0,0.0,495.0,1.5,0
0.0,37.803492,-122.401845,1.0,0.0,9.0,1.5,0
10.0,37.792197,-122.3980875,,,,,0
7.0,37.774431,-122.418045,,,,,0
0.0,37.80824,-122.410189,,,,-1.5,0
0.0,37.80824,-122.410189,0.0,0.0,230.0,-1.5,0
0.0,37.80824,-122.410189,0.0,0.0,35.0,-1.5,0
0.0,37.80824,-122.410189,0.0,0.0,510.0,-1.5,0
0.0,37.80824,-122.410189,0.0,0.0,8.0,-1.5,0
3.0,37.808118,-122.409063,0.0,0.0,531.0,-1.5,0
4.0,37.808118,-122.409063,1.0,0.0,167.0,-1.5,0
0.0,37.808118,-122.409063,2.333333333333333,0.0,78.0,-1.5,0
0.0,37.808118,-122.409063,2.333333333333333,0.0,6.0,-1.5,0
1.0,37.805535,-122.4231975,,,,,0
0.0,,,,,,,0
0.0,,,,,,0.0,0
0.0,,,0.0,0.0,7.0,0.0,0
0.0,,,0.0,0.0,27.0,0.0,0
0.0,,,0.0,0.0,147.0,0.0,0
0.0,,,0.0,0.0,189.0,0.0,0
0.0,,,0.0,0.0,7.0,0.0,0
0.0,,,0.0,0.0,233.0,0.0,0
0.0,,,0.0,0.0,32.0,0.0,0
6.0,37.777464,-122.463756,0.0,0.0,900.0,0.0,0
0.0,,,,,,1.0,0
0.0,,,0.0,0.0,231.0,1.0,0
0.0,,,0.0,0.0,314.0,1.0,0
0.0,,,0.0,0.0,7.0,1.0,0
4.0,37.764423,-122.463711,0.0,0.0,987.0,1.0,0
2.0,37.764423,-122.463711,1.3333333333333333,0.0,7.0,1.0,0
4.0,37.764423,-122.463711,2.0,0.0,2.0,1.0,0
0.0,37.777545,-122.437998,,,,,0
2.0,37.777545,-122.437998,0.0,0.0,193.0,,0
0.0,,,,,,0.0,0
